STUDENT_ID,STUDENT_NAME,DOB,CGPA,SEMESTER
1248,Lucas Barnes,02/04/2005,6.789,2
1249,Charlotte Stewart,16/11/2002,7.234,2
1250,Noah Ramirez,20/05/2001,8.345,2
1251,Olivia Foster,14/10/2002,7.456,4
1252,Liam Parker,27/04/2001,8.234,4
1253,Sophia Cox,01/11/2004,6.789,4
1254,Ethan Kelly,05/07/2003,7.890,4
1255,Isabella Richardson,19/02/2000,8.123,4
1256,Noah Wood,23/10/2005,6.789,4
1257,Emma Brooks,08/05/2002,7.234,4
1258,Mason Hayes,12/12/2001,8.345,4
1259,Ava James,26/07/2004,6.789,4
1260,Lucas Russell,30/03/2003,7.234,4
1261,Charlotte Hughes,03/10/2000,8.123,4
1262,Liam Reed,17/05/2005,6.789,4
1263,Grace Price,21/01/2002,7.234,4
1264,Owen Collins,04/08/2001,8.456,4
1265,Avery Ward,09/11/2004,6.789,4
1266,Hannah Griffin,13/04/2003,7.234,4
1267,Logan Coleman,26/10/2000,8.567,4
1268,Ella Bell,31/03/2005,6.789,4
1269,Jack Foster,14/09/2002,7.234,4
1270,Sophie Perry,28/04/2001,8.123,4
1271,Liam Butler,02/11/2004,6.789,4
1272,Olivia Barnes,06/07/2003,7.234,4
1273,Emma Simmons,20/02/2000,8.345,4
1274,Mason Diaz,24/10/2005,6.789,4
1275,Sophia Hayes,09/05/2002,7.234,4
1276,William Ward,13/12/2001,8.567,4
1277,Isabella Peterson,17/06/2004,6.789,4
1278,James Mitchell,30/01/2003,7.234,4
1279,Ella Watson,04/08/2000,8.123,4
1280,Liam Peterson,19/03/2005,6.789,4
1281,Ava Cooper,22/10/2002,7.234,4
1282,Logan Brooks,26/05/2001,8.345,4
1283,Sophia Rivera,31/12/2004,6.789,4
1284,Jack Barnes,14/04/2003,7.234,4
1285,Ella Stewart,18/09/2000,8.456,4
1286,Luke Ramirez,22/12/2005,6.789,4
1287,Isabella Cox,27/07/2002,7.234,4
1288,Owen Ward,31/01/2001,8.567,4
1289,Hannah Mitchell,05/08/2004,6.789,4
1290,William Watson,10/01/2003,7.234,4
1291,Sophia Parker,14/06/2000,8.123,4
1292,Ethan Perry,27/10/2005,6.789,4
1293,Amelia Fisher,01/05/2002,7.234,4
1294,Liam Roberts,05/12/2001,8.345,4
1295,Ava Simmons,19/07/2004,6.789,4
1296,James Cooper,23/02/2003,7.234,4
1297,Olivia Bailey,27/09/2000,8.567,4
1298,Lucas Barnes,02/04/2005,6.789,4
1299,Charlotte Stewart,16/11/2002,7.234,4
1300,Noah Ramirez,20/05/2001,8.345,4
1301,Oliver Foster,14/10/2002,7.456,4
1302,Isabella Parker,27/04/2001,8.234,4
1303,Liam Cox,01/11/2004,6.789,4
1304,Sophia Kelly,05/07/2003,7.890,4
1305,Ethan Richardson,19/02/2000,8.123,4
1306,Emma Wood,23/10/2005,6.789,4
1307,Mason Brooks,08/05/2002,7.234,4
1308,William Hayes,12/12/2001,8.345,4
1309,Ava James,26/07/2004,6.789,4
1310,Noah Russell,30/03/2003,7.234,4
1311,Charlotte Hughes,03/10/2000,8.123,4
1312,Lucas Reed,17/05/2005,6.789,4
1313,Grace Price,21/01/2002,7.234,4
1314,Owen Collins,04/08/2001,8.456,4
1315,Avery Ward,09/11/2004,6.789,4
1316,Hannah Griffin,13/04/2003,7.234,4
1317,Logan Coleman,26/10/2000,8.567,4
1318,Ella Bell,31/03/2005,6.789,4
1319,Jack Foster,14/09/2002,7.234,4
1320,Sophie Perry,28/04/2001,8.123,4
1321,Liam Butler,02/11/2004,6.789,4
1322,Olivia Barnes,06/07/2003,7.234,4
1323,Emma Simmons,20/02/2000,8.345,4
1324,Mason Diaz,24/10/2005,6.789,4
1325,Sophia Hayes,09/05/2002,7.234,4
1326,William Ward,13/12/2001,8.567,4
1327,Isabella Peterson,17/06/2004,6.789,4
1328,James Mitchell,30/01/2003,7.234,4
1329,Ella Watson,04/08/2000,8.123,4
1330,Liam Peterson,19/03/2005,6.789,4
1331,Ava Cooper,22/10/2002,7.234,4
1332,Logan Brooks,26/05/2001,8.345,4
1333,Sophia Rivera,31/12/2004,6.789,4
1334,Jack Barnes,14/04/2003,7.234,4
1335,Ella Stewart,18/09/2000,8.456,4
1336,Luke Ramirez,22/12/2005,6.789,4
1337,Isabella Cox,27/07/2002,7.234,4
1338,Owen Ward,31/01/2001,8.567,4
1339,Hannah Mitchell,05/08/2004,6.789,4
1340,William Watson,10/01/2003,7.234,4
1341,Sophia Parker,14/06/2000,8.123,4
1342,Ethan Perry,27/10/2005,6.789,4
1343,Amelia Fisher,01/05/2002,7.234,4
1344,Liam Roberts,05/12/2001,8.345,4
1345,Ava Simmons,19/07/2004,6.789,4
1346,James Cooper,23/02/2003,7.234,4
1347,Olivia Bailey,27/09/2000,8.567,4
1348,Lucas Barnes,02/04/2005,6.789,4
1349,Charlotte Stewart,16/11/2002,7.234,4
1350,Noah Ramirez,20/05/2001,8.345,4
1351,Oliver Foster,14/10/2002,7.456,4
1352,Isabella Parker,27/04/2001,8.234,4
1353,Liam Cox,01/11/2004,6.789,4
1354,Sophia Kelly,05/07/2003,7.890,4
1355,Ethan Richardson,19/02/2000,8.123,4
1356,Emma Wood,23/10/2005,6.789,4
1357,Mason Brooks,08/05/2002,7.234,4
1358,William Hayes,12/12/2001,8.345,4
1359,Ava James,26/07/2004,6.789,4
1360,Noah Russell,30/03/2003,7.234,4
1361,Charlotte Hughes,03/10/2000,8.123,4
1362,Lucas Reed,17/05/2005,6.789,4
1363,Grace Price,21/01/2002,7.234,4
1364,Owen Collins,04/08/2001,8.456,4
1365,Avery Ward,09/11/2004,6.789,4
1366,Hannah Griffin,13/04/2003,7.234,4
1367,Logan Coleman,26/10/2000,8.567,4
1368,Ella Bell,31/03/2005,6.789,4
1369,Jack Foster,14/09/2002,7.234,4
1370,Sophie Perry,28/04/2001,8.123,4
1371,Liam Butler,02/11/2004,6.789,4
1372,Olivia Barnes,06/07/2003,7.234,4
1373,Emma Simmons,20/02/2000,8.345,4
1374,Mason Diaz,24/10/2005,6.789,4
1375,Sophia Hayes,09/05/2002,7.234,4
1376,William Ward,13/12/2001,8.567,4
1377,Isabella Peterson,17/06/2004,6.789,4
1378,James Mitchell,30/01/2003,7.234,4
1379,Ella Watson,04/08/2000,8.123,4
1380,Liam Peterson,19/03/2005,6.789,4
1381,Ava Cooper,22/10/2002,7.234,4
1382,Logan Brooks,26/05/2001,8.345,4
1383,Sophia Rivera,31/12/2004,6.789,4
1384,Jack Barnes,14/04/2003,7.234,4
1385,Ella Stewart,18/09/2000,8.456,4
1386,Luke Ramirez,22/12/2005,6.789,4
1387,Isabella Cox,27/07/2002,7.234,4
1388,Owen Ward,31/01/2001,8.567,4
1389,Hannah Mitchell,05/08/2004,6.789,4
1390,William Watson,10/01/2003,7.234,4
1391,Sophia Parker,14/06/2000,8.123,4
1392,Ethan Perry,27/10/2005,6.789,4
1393,Amelia Fisher,01/05/2002,7.234,4
1394,Liam Roberts,05/12/2001,8.345,4
1395,Ava Simmons,19/07/2004,6.789,4
1396,James Cooper,23/02/2003,7.234,4
1397,Olivia Bailey,27/09/2000,8.567,4
1398,Lucas Barnes,02/04/2005,6.789,4
1399,Charlotte Stewart,16/11/2002,7.234,4
1400,Noah Ramirez,20/05/2001,8.345,4
1401,Oliver Foster,14/10/2002,7.456,4
1402,Isabella Parker,27/04/2001,8.234,4
1403,Liam Cox,01/11/2004,6.789,4
1404,Sophia Kelly,05/07/2003,7.890,4
1405,Ethan Richardson,19/02/2000,8.123,4
1406,Emma Wood,23/10/2005,6.789,4
1407,Mason Brooks,08/05/2002,7.234,4
1408,William Hayes,12/12/2001,8.345,4
1409,Ava James,26/07/2004,6.789,4
1410,Noah Russell,30/03/2003,7.234,4
1411,Charlotte Hughes,03/10/2000,8.123,4
1412,Lucas Reed,17/05/2005,6.789,4
1413,Grace Price,21/01/2002,7.234,4
1414,Owen Collins,04/08/2001,8.456,4
1415,Avery Ward,09/11/2004,6.789,4
1416,Hannah Griffin,13/04/2003,7.234,4
1417,Logan Coleman,26/10/2000,8.567,4
1418,Ella Bell,31/03/2005,6.789,4
1419,Jack Foster,14/09/2002,7.234,4
1420,Sophie Perry,28/04/2001,8.123,4
1421,Liam Butler,02/11/2004,6.789,4
1422,Olivia Barnes,06/07/2003,7.234,4
1423,Emma Simmons,20/02/2000,8.345,4
1424,Mason Diaz,24/10/2005,6.789,4
1425,Sophia Hayes,09/05/2002,7.234,4
1426,William Ward,13/12/2001,8.567,4
1427,Isabella Peterson,17/06/2004,6.789,4
1428,James Mitchell,30/01/2003,7.234,4
1429,Ella Watson,04/08/2000,8.123,4
1430,Liam Peterson,19/03/2005,6.789,4
1431,Ava Cooper,22/10/2002,7.234,4
1432,Logan Brooks,26/05/2001,8.345,4
1433,Sophia Rivera,31/12/2004,6.789,4
1434,Jack Barnes,14/04/2003,7.234,4
1435,Ella Stewart,18/09/2000,8.456,4
1436,Luke Ramirez,22/12/2005,6.789,4
1437,Isabella Cox,27/07/2002,7.234,4
1438,Owen Ward,31/01/2001,8.567,4
1439,Hannah Mitchell,05/08/2004,6.789,4
1440,William Watson,10/01/2003,7.234,4
1441,Sophia Parker,14/06/2000,8.123,4
1442,Ethan Perry,27/10/2005,6.789,4
1443,Amelia Fisher,01/05/2002,7.234,4
1444,Liam Roberts,05/12/2001,8.345,4
1445,Ava Simmons,19/07/2004,6.789,4
1446,James Cooper,23/02/2003,7.234,4
1447,Olivia Bailey,27/09/2000,8.567,4
1448,Lucas Barnes,02/04/2005,6.789,4
1449,Charlotte Stewart,16/11/2002,7.234,4
1450,Noah Ramirez,20/05/2001,8.345,4
1451,Oliver Foster,14/10/2002,7.456,4
1452,Isabella Parker,27/04/2001,8.234,4
1453,Liam Cox,01/11/2004,6.789,4
1454,Sophia Kelly,05/07/2003,7.890,4
1455,Ethan Richardson,19/02/2000,8.123,4
1456,Emma Wood,23/10/2005,6.789,4
1457,Mason Brooks,08/05/2002,7.234,4
1458,William Hayes,12/12/2001,8.345,4
1459,Ava James,26/07/2004,6.789,4
1460,Noah Russell,30/03/2003,7.234,4
1461,Charlotte Hughes,03/10/2000,8.123,4
1462,Lucas Reed,17/05/2005,6.789,4
1463,Grace Price,21/01/2002,7.234,4
1464,Owen Collins,04/08/2001,8.456,4
1465,Avery Ward,09/11/2004,6.789,4
1466,Hannah Griffin,13/04/2003,7.234,4
1467,Logan Coleman,26/10/2000,8.567,4
1468,Ella Bell,31/03/2005,6.789,4
1469,Jack Foster,14/09/2002,7.234,4
1470,Sophie Perry,28/04/2001,8.123,4
1471,Liam Butler,02/11/2004,6.789,4
1472,Olivia Barnes,06/07/2003,7.234,4
1473,Emma Simmons,20/02/2000,8.345,4
1474,Mason Diaz,24/10/2005,6.789,4
1475,Sophia Hayes,09/05/2002,7.234,4
1476,William Ward,13/12/2001,8.567,4
1477,Isabella Peterson,17/06/2004,6.789,4
1478,James Mitchell,30/01/2003,7.234,4
1479,Ella Watson,04/08/2000,8.123,4
1480,Liam Peterson,19/03/2005,6.789,4
1481,Ava Cooper,22/10/2002,7.234,4
1482,Logan Brooks,26/05/2001,8.345,4
1483,Sophia Rivera,31/12/2004,6.789,4
1484,Jack Barnes,14/04/2003,7.234,4
1485,Ella Stewart,18/09/2000,8.456,4
1486,Luke Ramirez,22/12/2005,6.789,4
1487,Isabella Cox,27/07/2002,7.234,4
1488,Owen Ward,31/01/2001,8.567,4
1489,Hannah Mitchell,05/08/2004,6.789,4
1490,William Watson,10/01/2003,7.234,4
1491,Sophia Parker,14/06/2000,8.123,4
1492,Ethan Perry,27/10/2005,6.789,4
1493,Amelia Fisher,01/05/2002,7.234,4
1494,Liam Roberts,05/12/2001,8.345,4
1495,Ava Simmons,19/07/2004,6.789,4
1496,James Cooper,23/02/2003,7.234,4
1497,Olivia Bailey,27/09/2000,8.567,4
1498,Lucas Barnes,02/04/2005,6.789,4
1499,Charlotte Stewart,16/11/2002,7.234,4
1500,Noah Ramirez,20/05/2001,8.345,4
1501,Oliver Foster,14/10/2002,7.456,6
1502,Isabella Parker,27/04/2001,8.234,6
1503,Liam Cox,01/11/2004,6.789,6
1504,Sophia Kelly,05/07/2003,7.890,6
1505,Ethan Richardson,19/02/2000,8.123,6
1506,Emma Wood,23/10/2005,6.789,6
1507,Mason Brooks,08/05/2002,7.234,6
1508,William Hayes,12/12/2001,8.345,6
1509,Ava James,26/07/2004,6.789,6
1510,Noah Russell,30/03/2003,7.234,6
1511,Charlotte Hughes,03/10/2000,8.123,6
1512,Lucas Reed,17/05/2005,6.789,6
1513,Grace Price,21/01/2002,7.234,6
1514,Owen Collins,04/08/2001,8.456,6
1515,Avery Ward,09/11/2004,6.789,6
1516,Hannah Griffin,13/04/2003,7.234,6
1517,Logan Coleman,26/10/2000,8.567,6
1518,Ella Bell,31/03/2005,6.789,6
1519,Jack Foster,14/09/2002,7.234,6
1520,Sophie Perry,28/04/2001,8.123,6
1521,Olivia Foster,14/10/2002,7.456,6
1522,Liam Parker,27/04/2001,8.234,6
1523,Sophia Cox,01/11/2004,6.789,6
1524,Ethan Kelly,05/07/2003,7.890,6
1525,Isabella Richardson,19/02/2000,8.123,6
1526,Noah Wood,23/10/2005,6.789,6
1527,Emma Brooks,08/05/2002,7.234,6
1528,Mason Hayes,12/12/2001,8.345,6
1529,Ava James,26/07/2004,6.789,6
1530,Lucas Russell,30/03/2003,7.234,6
1531,Charlotte Hughes,03/10/2000,8.123,6
1532,Liam Reed,17/05/2005,6.789,6
1533,Grace Price,21/01/2002,7.234,6
1534,Owen Collins,04/08/2001,8.456,6
1535,Avery Ward,09/11/2004,6.789,6
1536,Hannah Griffin,13/04/2003,7.234,6
1537,Logan Coleman,26/10/2000,8.567,6
1538,Ella Bell,31/03/2005,6.789,6
1539,Jack Foster,14/09/2002,7.234,6
1540,Sophie Perry,28/04/2001,8.123,6
1541,Liam Butler,02/11/2004,6.789,6
1542,Olivia Barnes,06/07/2003,7.234,6
1543,Emma Simmons,20/02/2000,8.345,6
1544,Mason Diaz,24/10/2005,6.789,6
1545,Sophia Hayes,09/05/2002,7.234,6
1546,William Ward,13/12/2001,8.567,6
1547,Isabella Peterson,17/06/2004,6.789,6
1548,James Mitchell,30/01/2003,7.234,6
1549,Ella Watson,04/08/2000,8.123,6
1550,Liam Peterson,19/03/2005,6.789,6
1551,Ava Cooper,22/10/2002,7.234,6
1552,Logan Brooks,26/05/2001,8.345,6
1553,Sophia Rivera,31/12/2004,6.789,6
1554,Jack Barnes,14/04/2003,7.234,6
1555,Ella Stewart,18/09/2000,8.456,6
1556,Luke Ramirez,22/12/2005,6.789,6
1557,Isabella Cox,27/07/2002,7.234,6
1558,Owen Ward,31/01/2001,8.567,6
1559,Hannah Mitchell,05/08/2004,6.789,6
1560,William Watson,10/01/2003,7.234,6
1561,Sophia Parker,14/06/2000,8.123,6
1562,Ethan Perry,27/10/2005,6.789,6
1563,Amelia Fisher,01/05/2002,7.234,6
1564,Liam Roberts,05/12/2001,8.345,6
1565,Ava Simmons,19/07/2004,6.789,6
1566,James Cooper,23/02/2003,7.234,6
1567,Olivia Bailey,27/09/2000,8.567,6
1568,Lucas Barnes,02/04/2005,6.789,6
1569,Charlotte Stewart,16/11/2002,7.234,6
1570,Noah Ramirez,20/05/2001,8.345,6
1571,Oliver Foster,14/10/2002,7.456,6
1572,Isabella Parker,27/04/2001,8.234,6
1573,Liam Cox,01/11/2004,6.789,6
1574,Sophia Kelly,05/07/2003,7.890,6
1575,Ethan Richardson,19/02/2000,8.123,6
1576,Emma Wood,23/10/2005,6.789,6
1577,Mason Brooks,08/05/2002,7.234,6
1578,William Hayes,12/12/2001,8.345,6
1579,Ava James,26/07/2004,6.789,6
1580,Noah Russell,30/03/2003,7.234,6
1581,Charlotte Hughes,03/10/2000,8.123,6
1582,Lucas Reed,17/05/2005,6.789,6
1583,Grace Price,21/01/2002,7.234,6
